compas_screening_date,S1,age,S2,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,decile_score_1,score_text,screening_date,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count_2,start,end,event,Class
20140322,1,35,0,0,7,0,0,2,-1,2.01403E+11,2.01403E+11,20140321,1,1,0,4,0,7,2,20140322,4,1,20140322,20140321,20140322,2,0,741,0,inlier
20140323,1,32,0,0,3,0,0,2,-1,2.01301E+11,2.01301E+11,20130121,677,0,0,2,0,3,1,20140323,3,1,20140323,20130224,20130403,2,0,740,0,inlier
20131202,1,33,2,0,1,0,0,0,-1,2.01312E+11,2.01312E+11,20131201,1,1,0,5,0,1,1,20131202,1,1,20131202,20131201,20131202,0,0,851,0,inlier
20130312,1,29,0,0,3,0,0,7,-1,2.01303E+11,2.01303E+11,20131201,1,0,0,5,0,3,1,20130312,4,1,20130312,20130612,20130614,7,1,92,0,inlier
20130221,1,27,3,0,4,0,0,2,-1,2.01302E+11,2.01302E+11,20130220,1,1,0,5,0,4,1,20130221,3,1,20130221,20130220,20130221,2,0,1135,0,inlier
20130617,1,72,2,0,1,0,0,1,-23,2.01305E+11,2.01305E+11,20130525,23,1,0,1,0,1,1,20130617,1,1,20130617,20130525,20130526,1,0,1019,0,inlier
20130417,1,38,2,0,1,0,0,0,-1,2.01304E+11,2.01304E+11,20130416,1,0,0,1,0,1,1,20130417,1,1,20130417,20141014,20141017,0,1,545,0,inlier
20130309,1,40,2,0,2,0,0,0,-1,2.01303E+11,2.01303E+11,20130308,1,0,0,1,0,2,1,20130309,1,1,20130309,20130308,20130309,0,0,1119,0,inlier
20140313,1,23,2,0,3,0,0,0,-1,2.01403E+11,2.01403E+11,20140312,1,0,0,1,0,3,1,20140313,4,1,20140313,20140312,20140313,0,0,750,0,inlier
20140110,0,41,2,0,1,0,0,0,-1,2.01401E+11,2.01401E+11,20140109,1,1,0,5,0,1,1,20140110,1,1,20140110,20140109,20140110,0,0,812,0,inlier
20130516,1,56,2,0,1,0,0,1,-1,2.01305E+11,2.01305E+11,20130515,1,1,0,5,0,1,1,20130516,1,1,20130516,20130515,20130517,1,1,1051,0,inlier
20130503,1,55,2,0,7,0,0,11,-1,2.01305E+11,2.01306E+11,20130515,338,1,0,5,0,7,2,20130503,3,1,20130503,20131001,20131019,11,56,151,0,inlier
20130824,1,28,0,0,2,0,0,3,-1,2.01308E+11,2.01308E+11,20130823,1,0,0,4,0,2,1,20130824,2,1,20130824,20130823,20130824,3,0,951,0,inlier
20130517,1,56,0,0,2,0,0,3,-49,2.01303E+11,2.01305E+11,20130329,49,1,0,2,0,2,1,20130517,1,1,20130517,20130714,20130805,3,0,58,0,inlier
20130415,1,53,2,0,1,0,0,0,-1,2.01304E+11,2.01304E+11,20130414,1,1,0,2,0,1,1,20130415,1,1,20130415,20130414,20130415,0,0,1082,0,inlier
20130426,1,34,0,0,7,0,0,15,-6,2.01304E+11,2.01304E+11,20130301,6,0,0,4,0,7,2,20130426,7,2,20130426,20131212,20131216,15,0,230,0,inlier
20130115,1,32,0,0,8,0,0,12,-1,2.01301E+11,2.01301E+11,20130114,1,0,1,2,0,8,0,20130115,6,2,20130115,20160112,20160113,12,0,1092,1,inlier
20130110,1,24,1,0,2,0,0,0,0,2.01301E+11,2.01301E+11,20130109,1,1,0,2,0,2,1,20130110,3,1,20130110,20130110,20130110,0,0,1177,0,inlier
20130430,1,56,2,0,1,0,0,0,0,2.01304E+11,2.01304E+11,20130429,1,0,0,7,0,1,1,20130430,1,1,20130430,20130430,20130430,0,0,1067,0,inlier
20130827,1,59,3,0,1,0,0,0,-2,2.01308E+11,2.01308E+11,20130825,2,1,0,5,0,1,1,20130827,1,1,20130827,20130825,20130826,0,0,948,0,inlier
20131103,0,29,0,0,8,0,0,11,-1,2.01311E+11,2.01311E+11,20131102,1,0,0,5,0,8,0,20131103,5,2,20131103,20131102,20131103,11,0,880,0,inlier
20140319,1,72,2,0,1,0,0,3,-5,2.01403E+11,2.01403E+11,20131102,5,0,0,5,0,1,1,20140319,1,1,20140319,20140314,20140319,3,0,744,0,inlier
20130731,1,45,0,0,9,0,0,3,6,2.01308E+11,2.01309E+11,20130626,35,0,0,5,0,9,0,20130731,1,1,20130731,20130806,20130911,3,0,6,0,inlier
20130102,1,45,0,0,1,0,0,0,-1,2.01301E+11,2.01301E+11,20130101,1,1,0,5,0,1,1,20130102,1,1,20130102,20130101,20130102,0,0,1185,0,inlier
20140212,1,47,2,0,1,0,0,0,-1,2.01402E+11,2.01402E+11,20140211,1,1,0,5,0,1,1,20140212,1,1,20140212,20140211,20140212,0,0,779,0,inlier
20140305,1,34,0,0,3,0,0,2,0,2.01405E+11,2.01405E+11,20131028,128,1,0,4,0,3,1,20140305,2,1,20140305,20070726,20080322,2,0,758,0,inlier
20130410,1,22,3,0,3,0,0,2,102,2.01307E+11,2.01307E+11,20131028,257,0,0,4,0,3,1,20130410,6,2,20130410,20130721,20130722,2,0,102,0,inlier
20130912,1,41,2,0,1,0,0,5,-1,2.01309E+11,2.01309E+11,20130911,1,0,0,4,0,1,1,20130912,1,1,20130912,20130911,20130912,5,0,932,0,inlier
20140121,1,49,2,0,3,0,0,1,-16,2.01401E+11,2.01401E+11,20140104,17,0,0,4,0,3,1,20140121,1,1,20140121,20140105,20140118,1,0,801,0,inlier
20131007,1,26,3,0,1,0,0,0,-1,2.0131E+11,2.0131E+11,20131006,1,1,0,4,0,1,1,20131007,2,1,20131007,20131006,20131007,0,0,907,0,inlier
20131021,0,28,0,0,3,0,0,0,-1,2.0131E+11,2.0131E+11,20131020,1,1,0,5,0,3,1,20131021,3,1,20131021,20131020,20131021,0,0,893,0,inlier
20130330,1,33,2,0,2,0,0,2,-1,2.01303E+11,2.01303E+11,20130329,1,1,0,5,0,2,1,20130330,2,1,20130330,20130329,20130331,2,1,1098,0,inlier
20131112,1,46,0,0,7,0,0,0,0,2.01311E+11,2.01311E+11,20131111,1,0,0,5,0,7,2,20131112,4,1,20131112,20131112,20131113,0,1,871,0,inlier
20130307,1,21,0,0,4,0,0,0,-1,2.01303E+11,2.01303E+11,20130306,1,1,1,5,0,4,1,20130307,6,2,20130307,20130306,20130308,0,1,1029,1,inlier
20131211,0,28,3,0,5,0,0,2,-68,2.0131E+11,2.0131E+11,20130812,65,1,0,2,0,5,2,20131211,4,1,20131211,20131004,20131011,2,0,842,0,inlier
20130103,1,29,5,0,1,0,0,0,-1,2.01301E+11,2.01301E+11,20130102,1,0,0,6,0,1,1,20130103,2,1,20130103,20130102,20130103,0,0,1184,0,inlier
20130215,1,26,5,0,7,0,0,0,-1,2.01302E+11,2.01302E+11,20130214,1,0,0,2,0,7,2,20130215,5,2,20130215,20130214,20130215,0,0,1141,0,inlier
20130429,1,34,0,0,1,0,0,3,-4,2.01304E+11,2.01304E+11,20130214,4,1,0,2,0,1,1,20130429,1,1,20130429,20130425,20130426,3,0,1068,0,inlier
20140321,1,22,0,0,3,0,0,0,-1,2.01403E+11,2.01403E+11,20140320,1,0,0,2,0,3,1,20140321,5,2,20140321,20140320,20140321,0,0,742,0,inlier
20130518,0,57,2,0,4,0,0,0,-1,2.01305E+11,2.01305E+11,20130517,1,1,0,2,0,4,1,20130518,1,1,20130518,20130517,20130518,0,0,1049,0,inlier
20130621,0,56,2,0,1,0,0,1,-20,2.01306E+11,2.01306E+11,20130601,20,0,0,2,0,1,1,20130621,1,1,20130621,20130601,20130602,1,0,1015,0,inlier
20130501,1,30,0,0,8,2,2,11,-1,2.01304E+11,2.01305E+11,20130430,1,0,0,2,0,8,0,20130501,3,1,20130501,20130625,20130627,11,0,55,0,inlier
20140317,1,29,0,0,1,0,0,2,-1,2.01403E+11,2.01403E+11,20140316,1,1,0,2,0,1,1,20140317,1,1,20140317,20140316,20140317,2,0,746,0,inlier
20131003,1,36,0,2,10,0,0,5,-64,2.01307E+11,2.01308E+11,20130731,64,0,0,5,0,10,0,20131003,8,0,20131003,20150225,20150624,5,0,510,0,inlier
20140226,0,24,0,0,3,0,0,0,-1,2.01402E+11,2.01402E+11,20140225,1,0,0,5,0,3,1,20140226,4,1,20140226,20140225,20140226,0,0,765,0,inlier
20130128,0,70,0,0,1,0,0,1,-1,2.01301E+11,2.01301E+11,20140225,1,0,0,5,0,1,1,20130128,1,1,20130128,20130127,20130129,1,1,1159,0,inlier
20130117,0,45,2,0,1,0,0,1,-11,2.01301E+11,2.01301E+11,20130106,11,1,0,5,0,1,1,20130117,1,1,20130117,20130106,20130107,1,0,1170,0,inlier
20131021,0,33,3,0,4,0,0,2,-1,2.0131E+11,2.0131E+11,20131020,1,1,0,5,0,4,1,20131021,2,1,20131021,20131020,20131022,2,1,893,0,inlier
20130119,0,39,0,0,5,1,0,6,0,2.01301E+11,2.01301E+11,20130118,1,0,0,5,0,5,2,20130119,2,1,20130119,20130119,20130120,6,1,1168,0,inlier
20130502,1,25,2,0,4,1,0,6,-16,2.01304E+11,2.01304E+11,20130118,16,0,0,5,0,4,1,20130502,3,1,20130502,20130416,20130418,6,0,1065,0,inlier
20130131,1,48,3,0,1,0,0,1,0,2.01301E+11,2.01302E+11,20130130,1,1,0,5,0,1,1,20130131,1,1,20130131,20130131,20130201,1,1,1156,0,inlier
20130512,1,46,2,0,1,0,0,0,-1,2.01305E+11,2.01305E+11,20130511,1,0,0,2,0,1,1,20130512,1,1,20130512,20130511,20130512,0,0,1055,0,inlier
20130328,1,32,2,0,2,0,0,1,0,2.01301E+11,2.01301E+11,20120811,229,1,0,4,0,2,1,20130328,1,1,20130328,20130124,20130127,1,0,1100,0,inlier
20140129,1,27,0,0,2,0,0,1,-1,2.01401E+11,2.01401E+11,20140128,1,0,0,4,0,2,1,20140129,2,1,20140129,20140128,20140129,1,0,793,0,inlier
20130204,1,35,0,0,9,4,17,12,0,2.01305E+11,2.01306E+11,20110201,734,0,0,2,0,9,0,20130204,4,1,20130204,20030828,20100729,12,0,1152,0,inlier
20130821,1,29,2,0,3,0,0,1,-22,2.01307E+11,2.01307E+11,20130730,22,0,0,2,0,3,1,20130821,2,1,20130821,20140716,20140916,1,0,329,0,inlier
20131123,0,20,2,0,4,0,0,0,0,2.01311E+11,2.01311E+11,20131123,0,0,0,5,0,4,1,20131123,6,2,20131123,20131123,20131123,0,0,860,0,inlier
20131218,1,29,0,0,1,0,0,0,-1,2.01312E+11,2.01312E+11,20131217,1,0,0,5,0,1,1,20131218,2,1,20131218,20131217,20131218,0,0,835,0,inlier
20140110,1,28,5,0,2,0,0,3,-1,2.01312E+11,2.01312E+11,20131217,249,0,0,5,0,2,1,20140110,3,1,20140110,20131217,20131218,3,0,812,0,inlier
20130820,1,67,1,0,1,0,0,0,-1,2.01308E+11,2.01308E+11,20130819,1,1,0,5,0,1,1,20130820,1,1,20130820,20130819,20130820,0,0,955,0,inlier
20130203,0,46,0,0,5,0,0,1,-1,2.01308E+11,2.01308E+11,20100330,1041,1,0,5,0,5,2,20130203,1,1,20130203,20130819,20130820,1,0,1153,0,inlier
20130813,1,25,5,0,2,0,0,0,-1,2.01308E+11,2.01308E+11,20130812,1,0,0,5,0,2,1,20130813,3,1,20130813,20130812,20130813,0,0,962,0,inlier
20130511,1,29,5,0,6,0,0,3,-1,2.01305E+11,2.01311E+11,20130510,1,0,0,5,0,6,2,20130511,2,1,20130511,20130510,20131104,3,177,1056,0,inlier
20130202,1,45,0,0,6,0,0,2,-1,2.01302E+11,2.01303E+11,20120223,345,1,0,5,0,6,2,20130202,2,1,20130202,20130201,20130302,2,28,1154,0,inlier
20140205,1,61,2,0,1,0,0,0,-1,2.01402E+11,2.01402E+11,20140204,1,1,0,2,0,1,1,20140205,1,1,20140205,20140204,20140205,0,0,786,0,inlier
20130614,1,32,5,0,1,0,0,1,-15,2.01305E+11,2.01306E+11,20130530,15,0,0,2,0,1,1,20130614,1,1,20130614,20130530,20130614,1,0,1022,0,inlier
20130221,1,43,2,0,6,0,0,9,-2,2.01302E+11,2.01302E+11,20130219,2,0,0,2,0,6,2,20130221,1,1,20130221,20130219,20130220,9,0,1135,0,inlier
20140125,1,32,5,0,1,0,0,0,-1,2.01401E+11,2.01401E+11,20140124,1,1,0,2,0,1,1,20140125,1,1,20140125,20140124,20140125,0,0,797,0,inlier
20140212,1,36,0,0,5,0,0,0,-1,2.01402E+11,2.01402E+11,20140211,1,0,0,2,0,5,2,20140212,2,1,20140212,20140211,20140212,0,0,779,0,inlier
20130416,1,32,0,0,2,0,0,1,0,2.01309E+11,2.0131E+11,20101113,885,1,0,5,0,2,1,20130416,6,2,20130416,20140209,20140214,1,0,1081,0,inlier
20130529,1,57,0,0,9,0,0,12,-1,2.01305E+11,2.01307E+11,20130528,1,0,0,5,0,9,0,20130529,6,2,20130529,20130528,20130718,12,50,1038,0,inlier
20130114,1,37,0,0,7,0,0,2,0,2.01301E+11,2.01301E+11,20130114,0,0,0,5,0,7,2,20130114,6,2,20130114,20130114,20130114,2,0,1173,0,inlier
20131023,1,44,0,0,6,0,0,6,-1,2.0131E+11,2.0131E+11,20130114,1,0,0,5,0,6,2,20131023,2,1,20131023,20131022,20131024,6,1,891,0,inlier
20130124,1,51,0,0,2,0,0,8,-1,2.0131E+11,2.0131E+11,20130114,447,0,0,5,0,2,1,20130124,1,1,20130124,20131022,20131024,8,0,1163,0,inlier
20130415,1,45,3,0,6,0,0,4,-1,2.0131E+11,2.0131E+11,20121126,140,0,0,5,0,6,2,20130415,4,1,20130415,19991203,20050125,4,0,1082,0,inlier
20130924,1,28,2,0,8,0,2,9,112,2.01401E+11,2.01405E+11,20121201,297,1,0,5,0,8,0,20130924,6,2,20130924,20140114,20140511,9,0,112,0,inlier
20130329,1,48,5,0,1,0,0,1,-1,2.01303E+11,2.01303E+11,20121201,1,0,0,4,0,1,1,20130329,1,1,20130329,20130328,20130330,1,1,1099,0,inlier
20130317,1,25,0,0,3,0,0,0,-1,2.01303E+11,2.01303E+11,20130316,1,0,0,2,0,3,1,20130317,4,1,20130317,20130316,20130318,0,1,1111,0,inlier
20130930,1,43,0,0,1,0,0,1,-1,2.01309E+11,2.01309E+11,20130217,1,0,0,0,0,1,1,20130930,1,1,20130930,20130929,20130930,1,0,914,0,inlier
20140310,1,30,0,0,1,0,0,0,0,2.01403E+11,2.01403E+11,20140310,0,1,0,0,0,1,1,20140310,1,1,20140310,20140310,20140310,0,0,753,0,inlier
20130923,1,50,2,0,1,0,0,0,-2,2.01309E+11,2.01309E+11,20130921,2,1,0,0,0,1,1,20130923,1,1,20130923,20130921,20130922,0,0,921,0,inlier
20131008,0,31,0,0,2,0,0,2,-1,2.0131E+11,2.0131E+11,20131007,1,0,0,0,0,2,1,20131008,2,1,20131008,20150416,20150421,2,0,555,0,inlier
20131108,0,33,2,0,6,0,0,7,-6,2.01311E+11,2.01311E+11,20131102,6,1,0,0,0,6,2,20131108,2,1,20131108,20131102,20131103,7,0,875,0,inlier
20130328,1,22,3,0,6,0,0,0,-1,2.01303E+11,2.01303E+11,20130327,1,0,0,4,0,6,2,20130328,7,2,20130328,20150422,20150507,0,0,755,0,inlier
20130301,1,21,2,0,5,0,0,0,0,2.01303E+11,2.01303E+11,20130228,1,0,0,2,0,5,2,20130301,7,2,20130301,20130301,20130301,0,0,1127,0,inlier
20130122,1,22,5,0,9,0,0,1,0,2.01303E+11,2.01303E+11,20120410,287,0,0,2,0,9,0,20130122,8,0,20130122,20130301,20130301,1,0,1165,0,inlier
20131018,1,52,5,0,1,0,0,2,-1,2.0131E+11,2.0131E+11,20120410,1,0,0,2,0,1,1,20131018,1,1,20131018,20140108,20140115,2,0,82,0,inlier
20130929,1,49,2,0,2,0,0,2,-1,2.01309E+11,2.01309E+11,20130928,1,1,0,2,0,2,1,20130929,1,1,20130929,20130928,20130929,2,0,915,0,inlier
20130828,1,22,0,0,2,0,0,0,-1,2.01308E+11,2.01308E+11,20130827,1,0,0,5,0,2,1,20130828,4,1,20130828,20130827,20130828,0,0,947,0,inlier
20130419,1,45,3,0,1,0,0,0,-1,2.01304E+11,2.01305E+11,20130418,1,0,0,5,0,1,1,20130419,1,1,20130419,20130418,20130501,0,12,1078,0,inlier
20130317,1,28,0,0,6,0,0,5,-1,2.01303E+11,2.01303E+11,20130316,1,1,0,5,0,6,2,20130317,2,1,20130317,20130316,20130317,5,0,1111,0,inlier
20140211,1,37,3,0,3,0,1,2,-1,2.01402E+11,2.01402E+11,20140210,1,1,0,2,0,3,1,20140211,3,1,20140211,20140210,20140211,2,0,780,0,inlier
20131102,1,28,0,2,10,1,0,11,-1,2.01311E+11,2.01311E+11,20131101,1,0,0,2,0,10,0,20131102,5,2,20131102,20131101,20131127,11,25,881,0,inlier
20130116,1,24,0,0,3,0,0,1,-1,2.01301E+11,2.01301E+11,20130115,1,0,0,2,0,3,1,20130116,6,2,20130116,20130115,20130116,1,0,1171,0,inlier
20130924,1,44,0,0,3,0,0,9,73,2.01312E+11,2.01402E+11,20130115,132,0,0,2,0,3,1,20130924,1,1,20130924,20131206,20140210,9,0,73,0,inlier
20140318,1,25,3,0,8,0,4,5,73,2.01312E+11,2.01402E+11,20130115,1223,0,0,2,0,8,0,20140318,7,2,20140318,20131206,20140210,5,0,745,0,inlier
20131115,0,24,0,0,5,0,0,1,-1,2.01311E+11,2.01311E+11,20131114,1,0,0,4,0,5,2,20131115,4,1,20131115,20160328,20160329,1,0,864,0,inlier
20140322,1,57,0,0,3,0,0,19,-1,2.01403E+11,2.01403E+11,20140321,1,0,0,4,0,3,1,20140322,1,1,20140322,20140321,20140322,19,0,741,0,inlier
20130514,1,21,5,0,6,0,0,0,-1,2.01305E+11,2.01305E+11,20130513,1,1,0,4,0,6,2,20130514,7,2,20130514,20130513,20130514,0,0,1053,0,inlier
20130424,1,28,2,0,2,0,0,0,0,2.01304E+11,2.01304E+11,20130423,1,0,0,4,0,2,1,20130424,2,1,20130424,20131205,20131205,0,0,225,0,inlier
20130320,1,51,2,0,1,0,0,0,0,2.01303E+11,2.01306E+11,20130319,1,1,0,4,0,1,1,20130320,1,1,20130320,20130320,20130620,0,92,1108,0,inlier
20130817,1,25,0,0,7,1,0,6,-1,2.01308E+11,2.01309E+11,20140416,0,1,0,4,0,7,2,20130817,5,2,20130817,20130816,20130918,6,32,958,0,inlier
20140108,1,57,0,0,10,0,0,27,-9,2.01312E+11,2.01401E+11,20140703,9,1,0,4,0,10,0,20140108,9,0,20140108,20131230,20140108,27,0,814,0,inlier
20130408,0,27,0,0,2,0,0,0,0,2.01304E+11,2.01304E+11,20130408,0,1,0,4,0,2,1,20130408,3,1,20130408,20130408,20130409,0,1,1089,0,inlier
20130113,1,66,2,0,1,0,0,1,-1,2.01301E+11,2.01301E+11,20130408,1,1,0,4,0,1,1,20130113,1,1,20130113,20130112,20130131,1,18,1174,0,inlier
20130126,1,21,2,0,3,0,0,0,0,2.01301E+11,2.01301E+11,20130408,0,0,0,5,0,3,1,20130126,6,2,20130126,20130126,20130126,0,0,1161,0,inlier
20130311,1,45,2,0,2,0,0,1,0,2.01303E+11,2.01303E+11,20130310,1,0,0,5,0,2,1,20130311,1,1,20130311,20130311,20130311,1,0,1117,0,inlier
20130121,1,37,0,2,8,3,0,24,-1,2.01301E+11,2.01302E+11,20130120,1,0,0,5,0,8,0,20130121,4,1,20130121,20130120,20130209,24,19,1166,0,inlier
20130817,1,64,0,0,4,0,0,0,-1,2.01308E+11,2.01308E+11,20130816,1,0,0,4,0,4,1,20130817,1,1,20130817,20130816,20130820,0,3,958,0,inlier
20130814,1,61,0,0,1,0,0,1,-1,2.01308E+11,2.01308E+11,20130207,1,1,0,2,0,1,1,20130814,1,1,20130814,20130813,20130815,1,1,961,0,inlier
20131219,1,33,2,0,3,0,0,0,-1,2.01308E+11,2.01308E+11,20131218,1,0,0,2,0,3,1,20131219,3,1,20131219,20130813,20130815,0,0,834,0,inlier
20140228,0,49,2,0,2,0,0,8,-10,2.01402E+11,2.01402E+11,20131218,10,0,0,2,0,2,1,20140228,1,1,20140228,20140218,20140227,8,0,763,0,inlier
20130210,1,23,0,0,7,0,0,0,0,2.01302E+11,2.01302E+11,20130209,1,0,0,2,0,7,2,20130210,5,2,20130210,20130210,20130211,0,1,1146,0,inlier
20131114,1,33,0,0,8,0,0,14,-79,2.01308E+11,2.01311E+11,20130827,79,0,0,2,0,8,0,20131114,5,2,20131114,20130827,20131103,14,0,869,0,inlier
20130820,1,26,3,0,4,0,1,7,0,2.01308E+11,2.01308E+11,20130819,1,1,0,4,0,4,1,20130820,4,1,20130820,20130820,20130822,7,2,955,0,inlier
20130102,1,27,0,0,9,0,1,2,-1,2.01301E+11,2.01301E+11,20130101,1,1,1,5,0,9,0,20130102,4,1,20130102,20140107,20140129,2,0,370,0,inlier
20130104,1,38,2,0,6,0,0,1,0,2.01301E+11,2.01301E+11,20130103,1,1,0,2,0,6,2,20130104,3,1,20130104,20130104,20130119,1,15,1183,0,inlier
20140305,1,26,2,0,2,0,0,0,-1,2.01403E+11,2.01403E+11,20140304,1,1,0,2,0,2,1,20140305,3,1,20140305,20140304,20140305,0,0,758,0,inlier
20130402,1,23,2,0,7,0,1,2,0,2.01304E+11,2.01304E+11,20130402,0,0,1,2,0,7,2,20130402,6,2,20130402,20130402,20130415,2,13,860,1,inlier
20140320,0,36,0,0,1,0,0,0,0,2.01403E+11,2.01403E+11,20140320,0,1,0,2,0,1,1,20140320,1,1,20140320,20140320,20140320,0,0,743,0,inlier
20130403,1,58,2,0,1,0,0,1,-1,2.01304E+11,2.01306E+11,20140320,1,0,0,2,0,1,1,20130403,1,1,20130403,20160204,20200101,1,79,1037,0,inlier
20131004,1,46,2,0,3,0,0,5,125,2.01402E+11,2.01402E+11,20140320,240,1,0,2,0,3,1,20131004,2,1,20131004,20140206,20140206,5,0,125,0,inlier
20130912,0,35,2,0,3,0,0,4,-30,2.01308E+11,2.01308E+11,20130813,30,0,0,2,0,3,1,20130912,4,1,20130912,20151128,20151221,4,0,807,0,inlier
20130506,1,23,0,0,7,0,0,3,-1,2.01305E+11,2.01305E+11,20130505,1,0,0,2,0,7,2,20130506,5,2,20130506,20130917,20130918,3,0,134,0,inlier
20131223,1,40,2,0,1,0,0,1,-21,2.01312E+11,2.01312E+11,20131202,21,0,0,2,0,1,1,20131223,1,1,20131223,20131202,20131223,1,0,830,0,inlier
20131014,1,31,3,0,3,0,0,3,-1,2.0131E+11,2.0131E+11,20131013,1,0,0,2,0,3,1,20131014,3,1,20131014,20131013,20131014,3,0,900,0,inlier
20130522,0,34,3,0,4,0,0,5,0,2.01305E+11,2.01305E+11,20130521,1,0,0,2,0,4,1,20130522,2,1,20130522,20130522,20130523,5,1,1045,0,inlier
20130517,0,26,0,0,5,0,0,3,-27,2.01304E+11,2.01305E+11,20130420,27,0,0,4,0,5,2,20130517,3,1,20130517,20130420,20130517,3,0,1050,0,inlier
20130210,1,49,0,0,1,0,0,1,0,2.01302E+11,2.01303E+11,20130210,0,0,0,4,0,1,1,20130210,1,1,20130210,20130210,20130307,1,25,1146,0,inlier
20130825,0,47,3,0,1,0,0,0,0,2.01308E+11,2.01308E+11,20130825,0,1,0,4,0,1,1,20130825,1,1,20130825,20130825,20130826,0,1,950,0,inlier
20130307,0,45,4,0,2,0,0,1,0,2.01308E+11,2.01308E+11,20130825,147,1,0,4,0,2,1,20130307,1,1,20130307,20130825,20130826,1,0,1121,0,inlier
20131007,1,47,0,0,2,0,0,6,0,2.0131E+11,2.0131E+11,20131007,0,0,0,4,0,2,1,20131007,1,1,20131007,20131007,20131012,6,5,907,0,inlier
20130222,1,45,3,0,8,0,0,1,378,2.01403E+11,2.01403E+11,20130116,37,1,0,4,0,8,0,20130222,4,1,20130222,20140307,20140313,1,0,378,0,inlier
20130301,1,27,0,0,9,0,0,10,-1,2.01302E+11,2.01303E+11,20130116,1,0,0,4,0,9,0,20130301,8,0,20130301,20130228,20130308,10,7,1127,0,inlier
20131231,0,52,2,0,1,0,0,0,0,2.01312E+11,2.01312E+11,20131230,1,1,0,4,0,1,1,20131231,1,1,20131231,20131231,20131231,0,0,822,0,inlier
20130227,1,25,0,0,7,0,1,9,0,2.01302E+11,2.01303E+11,20130226,1,0,0,2,0,7,2,20130227,4,1,20130227,20140818,20140905,9,2,537,0,inlier
20130926,1,51,0,0,2,0,0,1,-1,2.01309E+11,2.01403E+11,20130226,1,0,0,2,0,2,1,20130926,2,1,20130926,20130925,20140307,1,162,918,0,inlier
20130201,0,29,0,0,2,0,0,1,0,2.01302E+11,2.01302E+11,20130201,0,1,1,2,0,2,1,20130201,2,1,20130201,20150728,20151001,1,0,907,1,inlier
20130511,1,39,0,0,3,0,0,1,0,2.01302E+11,2.01302E+11,20130201,5806,0,0,2,0,3,1,20130511,2,1,20130511,20040817,20060117,1,0,1056,0,inlier
20140316,1,46,2,0,1,0,0,0,-1,2.01403E+11,2.01403E+11,20140315,1,0,0,2,0,1,1,20140316,1,1,20140316,20140315,20140316,0,0,747,0,inlier
20140106,1,28,2,0,4,0,0,6,-2,2.01401E+11,2.01401E+11,20140104,2,0,0,2,0,4,1,20140106,3,1,20140106,20140812,20141017,6,0,218,0,inlier
20140208,1,57,0,0,1,0,0,0,-1,2.01402E+11,2.01402E+11,20140207,1,0,0,2,0,1,1,20140208,1,1,20140208,20140207,20140208,0,0,783,0,inlier
20130118,1,23,3,0,5,0,0,2,-1,2.01301E+11,2.01301E+11,20130117,1,0,0,2,0,5,2,20130118,5,2,20130118,20130117,20130118,2,0,1169,0,inlier
20140316,1,27,0,0,3,0,0,3,-1,2.01403E+11,2.01403E+11,20140112,1,0,0,4,0,3,1,20140316,2,1,20140316,20140315,20140327,3,11,747,0,inlier
20140321,1,37,0,0,2,0,0,8,-1,2.01403E+11,2.01403E+11,20140320,1,0,0,4,0,2,1,20140321,1,1,20140321,20140320,20140321,8,0,742,0,inlier
20140127,1,51,3,0,2,0,0,3,-86,2.01311E+11,2.01311E+11,20140113,14,1,0,4,0,2,1,20140127,1,1,20140127,20131102,20131104,3,0,795,0,inlier
20130117,1,28,0,0,6,1,0,8,-1,2.01301E+11,2.01302E+11,20130116,1,0,1,4,0,6,2,20130117,6,2,20130117,20130617,20130619,8,40,151,0,inlier
20140116,1,56,2,0,1,0,0,4,0,2.01401E+11,2.01401E+11,20140116,0,0,0,2,0,1,1,20140116,1,1,20140116,20140116,20140123,4,7,806,0,inlier
20130903,1,23,2,0,4,0,3,0,-2,2.01309E+11,2.01309E+11,20130901,2,1,0,4,0,4,1,20130903,3,1,20130903,20130901,20130902,0,0,941,0,inlier
20130930,1,31,0,0,2,0,0,0,0,2.01309E+11,2.01309E+11,20130930,0,1,0,4,0,2,1,20130930,2,1,20130930,20130930,20130930,0,0,914,0,inlier
20130219,1,31,5,0,3,0,0,0,-1,2.01302E+11,2.01302E+11,20130218,1,1,0,4,0,3,1,20130219,3,1,20130219,20130218,20130219,0,0,1137,0,inlier
20130923,1,19,3,1,9,0,0,1,-12,2.01309E+11,2.01309E+11,20130218,12,0,1,4,1,9,0,20130923,10,0,20130923,20151107,20151110,1,0,775,1,inlier
20130301,1,32,2,0,1,0,0,0,0,2.01303E+11,2.01303E+11,20130301,0,0,0,5,0,1,1,20130301,1,1,20130301,20130301,20130301,0,0,1127,0,inlier
20130607,0,48,3,0,6,0,0,9,-87,2.01303E+11,2.01305E+11,20131202,87,0,0,4,0,6,2,20130607,6,2,20130607,20130312,20130508,9,0,1029,0,inlier
20130920,1,66,2,0,1,0,0,1,-1,2.01309E+11,2.01309E+11,20131202,1,0,0,4,0,1,1,20130920,1,1,20130920,20130919,20130920,1,0,924,0,inlier
