AGE,S1,S2,PhD,YEARSEXP,S3,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5,Class
40,1,0,1,13,1,5,4,5,5,4,4,5,5,3,3,3,3,3,3,2,1,2,4,4,5,4,5,1,1,3,3,4,1,4,3,3,2,3,2,2,3,2,4,2,4,4,1,4,inlier
48,1,0,0,13,1,2,3,3,4,4,1,5,4,3,3,2,1,3,1,1,2,1,3,1,5,5,5,1,1,1,1,3,3,2,3,3,3,1,2,1,1,1,1,1,3,3,1,1,inlier
46,1,0,1,12,1,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,2,3,3,2,5,4,4,2,2,2,2,3,3,3,4,3,2,4,4,4,4,4,5,4,3,2,2,4,outlier
55,1,1,1,25,1,2,2,2,4,4,4,3,2,3,3,2,3,2,2,3,1,1,2,3,4,5,5,1,2,2,2,2,2,2,1,3,3,2,2,5,4,5,4,2,3,4,1,2,inlier
47,1,5,1,9,1,2,2,2,4,4,4,5,2,3,3,2,3,2,2,3,1,3,3,3,4,3,4,1,1,1,1,2,1,1,2,5,3,2,2,5,5,5,4,1,1,2,1,1,inlier
51,1,0,1,25,1,4,2,4,4,3,3,2,4,2,3,2,2,2,3,3,3,3,4,4,4,4,5,2,2,3,3,4,2,2,1,4,3,3,3,4,4,4,4,2,3,4,2,2,inlier
49,1,0,1,24,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
49,1,0,0,20,1,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,2,3,4,4,4,1,1,1,4,4,4,4,4,4,4,3,4,4,4,1,3,inlier
44,1,5,0,19,1,3,3,3,4,4,4,4,4,3,3,2,4,3,4,4,2,2,4,3,4,4,4,2,2,2,2,3,1,1,4,4,3,3,3,4,3,3,3,3,4,3,1,4,inlier
49,0,1,0,6,1,5,5,5,5,5,5,5,5,4,5,4,4,5,3,4,5,2,3,4,5,5,5,4,1,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,1,3,inlier
46,0,3,0,4,1,2,2,2,4,3,3,3,3,2,2,2,2,1,1,2,1,1,3,1,3,3,3,1,1,1,1,1,2,2,1,3,3,1,1,1,1,1,1,1,1,2,1,2,inlier
54,0,0,0,11,1,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,5,2,2,2,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,5,5,5,5,5,5,5,1,5,inlier
47,0,0,0,5,1,4,3,4,3,4,3,4,5,2,2,2,4,3,4,3,3,3,3,2,4,4,4,2,2,3,3,4,3,4,3,4,4,3,5,4,3,3,3,3,3,4,2,3,inlier
53,0,0,0,10,1,2,2,1,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,3,2,3,2,2,1,2,1,2,3,3,1,3,4,1,2,2,1,2,1,outlier
45,0,4,0,12,1,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
47,0,5,0,8,1,3,3,2,5,5,4,4,4,2,2,2,2,2,4,3,2,1,2,1,3,3,4,1,2,1,1,2,1,1,2,5,5,3,3,2,2,1,1,1,2,2,1,3,inlier
43,0,0,0,7,1,5,5,5,5,4,4,5,4,4,4,4,4,4,5,3,4,4,5,5,4,5,5,3,4,5,5,4,3,3,4,5,3,4,4,4,4,4,4,4,5,5,2,4,inlier
39,0,0,0,15,1,3,2,2,4,4,2,2,3,3,3,3,3,2,2,3,2,2,4,2,4,4,3,1,1,2,2,3,1,1,2,2,2,2,3,4,4,3,4,2,3,4,1,2,inlier
51,0,1,1,5,1,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,1,3,5,3,5,4,5,2,1,1,1,4,5,2,2,5,5,3,3,2,4,2,3,2,4,2,1,5,inlier
45,0,1,0,9,1,4,4,4,4,4,3,4,2,3,3,2,2,3,3,3,3,2,1,2,5,5,5,3,3,4,3,3,2,3,2,2,2,3,4,4,4,4,4,4,4,4,2,5,inlier
45,0,2,0,6,1,4,4,3,5,4,3,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,1,4,1,4,4,4,4,4,4,4,4,3,4,4,1,2,inlier
39,0,4,0,5,1,4,3,4,4,5,3,5,5,3,4,4,4,4,3,3,1,3,2,3,5,5,3,2,1,2,2,3,1,5,3,4,4,2,2,4,3,4,4,4,4,4,1,1,inlier
40,0,2,0,12,1,4,5,4,5,5,4,3,4,5,5,4,2,4,3,4,5,4,5,4,5,5,5,3,3,4,4,5,2,3,2,4,3,4,4,5,4,3,4,4,4,4,1,3,inlier
53,0,4,0,7,1,3,4,4,4,4,3,5,4,4,5,4,3,3,3,3,3,3,4,4,4,4,5,3,2,4,4,4,2,2,2,4,3,4,4,4,4,4,3,4,4,4,1,3,inlier
51,0,4,0,5,1,3,4,5,3,3,2,4,4,3,3,2,3,2,3,3,2,2,3,3,4,4,5,2,2,2,2,4,2,2,1,4,3,2,3,2,2,2,2,2,4,4,1,3,inlier
44,0,0,0,13,1,4,4,5,5,5,4,5,4,5,5,2,2,5,4,1,5,4,3,3,5,5,5,3,3,4,4,5,3,5,3,2,1,5,5,4,3,4,4,3,5,5,3,4,outlier
52,0,1,0,10,1,3,2,3,4,3,4,2,3,4,3,2,1,5,4,3,3,2,3,2,5,5,5,2,2,2,2,4,4,4,4,5,5,3,2,3,3,3,3,2,2,2,1,5,inlier
46,0,4,0,15,1,3,3,3,4,4,3,4,4,3,4,4,4,4,3,5,2,3,3,4,5,4,4,2,3,3,3,4,3,2,2,3,3,3,3,3,3,4,3,3,4,4,1,5,inlier
43,0,5,1,20,1,2,2,1,4,3,3,2,3,2,2,2,4,1,2,3,1,1,3,1,3,4,3,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,2,3,1,1,inlier
47,0,0,0,14,1,3,2,4,5,3,3,3,3,3,3,2,5,2,3,3,1,3,4,3,4,3,4,1,2,2,2,3,2,4,3,3,3,2,2,5,5,5,3,3,3,4,1,2,inlier
43,0,0,0,16,1,5,5,5,5,5,5,4,3,4,4,4,3,4,3,3,2,2,2,2,5,5,5,3,1,4,3,4,5,5,5,5,3,3,3,3,2,2,2,4,4,4,1,5,inlier
48,0,0,0,15,1,2,3,5,5,5,3,1,4,5,5,4,3,3,3,3,5,3,3,4,5,4,5,4,1,3,3,4,1,2,1,4,3,3,5,4,4,4,3,2,2,4,1,1,inlier
44,0,1,1,20,1,3,4,4,4,4,2,5,4,4,3,3,3,3,3,3,1,2,2,2,3,2,3,1,1,3,2,4,1,1,1,3,3,3,3,3,5,3,3,2,3,1,1,1,inlier
44,0,0,0,20,1,4,4,3,5,5,4,4,4,3,4,2,3,3,2,4,1,3,4,5,5,5,5,1,1,3,3,4,2,3,3,5,4,3,3,4,4,5,3,4,4,4,2,3,inlier
41,0,0,1,15,1,4,4,4,5,4,3,4,4,3,3,3,3,4,4,3,2,1,3,3,4,5,5,4,2,3,3,4,1,2,1,3,2,3,3,4,3,4,4,4,5,5,1,2,inlier
47,0,2,1,21,1,5,5,5,5,3,4,4,4,3,4,2,2,3,4,4,4,4,4,3,4,4,4,2,2,4,4,4,4,4,4,5,3,4,4,5,5,5,5,4,4,4,1,1,inlier
42,0,0,1,17,1,5,5,5,5,5,3,5,5,4,3,2,2,3,3,3,1,3,5,3,5,5,5,2,1,4,1,4,1,3,2,4,1,3,4,3,4,4,5,5,5,5,1,1,inlier
33,0,4,0,5,1,2,3,3,4,4,4,5,4,3,3,3,1,4,1,2,2,2,3,2,3,4,4,2,2,1,1,2,1,1,2,4,4,2,2,3,3,1,3,2,3,3,1,5,inlier
41,0,0,1,14,1,4,3,4,2,4,3,4,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,4,5,5,5,3,3,inlier
40,0,0,1,14,1,3,4,5,5,5,2,4,4,4,5,1,4,4,3,4,5,3,2,4,5,5,5,4,1,4,4,4,4,5,5,1,2,3,5,1,3,1,3,4,4,5,1,4,outlier
46,0,4,1,23,1,2,3,4,2,5,3,3,3,3,4,2,4,3,3,4,4,3,4,2,5,4,4,4,2,3,3,3,1,2,5,2,3,2,3,2,3,2,2,4,4,4,1,2,outlier
45,0,4,1,20,1,3,3,4,4,4,3,5,5,4,4,3,2,4,3,4,2,3,4,3,4,4,4,1,1,2,3,4,1,1,1,3,2,4,4,4,5,4,5,5,4,5,1,1,inlier
43,0,4,0,15,1,3,3,3,5,5,3,4,4,3,4,3,3,3,3,3,3,2,4,3,5,5,5,1,1,3,3,3,1,1,2,3,3,3,3,4,3,3,3,4,4,5,1,2,inlier
44,0,4,0,14,1,3,3,3,5,4,3,2,4,1,2,2,5,1,3,4,1,1,5,3,5,2,5,1,2,2,2,2,2,4,2,3,1,3,2,4,3,4,3,3,3,2,1,2,inlier
56,0,4,0,3,1,1,2,2,3,3,2,3,2,3,2,2,4,2,3,4,2,1,5,3,5,5,5,1,1,1,1,3,1,2,1,4,1,2,2,5,3,3,3,2,3,3,1,1,inlier
43,0,0,1,8,1,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,3,5,4,4,1,1,3,1,4,1,3,3,3,3,5,3,3,3,4,4,4,1,1,inlier
41,0,0,1,10,1,4,4,4,5,4,3,4,5,3,3,3,3,4,4,3,4,2,4,3,4,4,5,2,2,4,4,4,2,3,3,5,2,4,4,4,5,4,5,3,4,4,1,3,inlier
49,0,2,1,22,1,4,4,5,5,5,3,4,3,4,4,4,2,4,4,3,4,2,3,3,4,5,5,4,1,3,3,3,1,3,3,4,2,3,5,5,5,5,5,4,4,4,1,1,inlier
47,0,2,1,19,1,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,inlier
47,0,4,1,20,1,4,4,4,5,3,4,5,5,3,4,3,2,3,3,4,2,2,4,4,4,3,4,1,1,3,3,3,2,2,2,4,3,3,3,5,4,4,4,4,4,4,1,4,inlier
48,0,0,0,4,1,3,3,2,5,5,3,3,3,2,3,3,3,3,3,3,2,2,3,4,4,4,5,3,3,2,2,4,3,3,3,5,4,3,3,3,3,3,4,2,3,3,3,3,inlier
49,0,0,0,5,1,3,3,3,4,4,3,3,4,4,4,3,5,3,3,3,1,3,4,4,3,4,3,2,1,1,2,2,5,3,3,4,4,2,2,3,4,3,3,2,3,2,1,1,inlier
46,0,0,1,11,1,5,5,5,5,5,4,4,4,4,5,4,5,4,4,5,3,3,3,3,5,3,5,2,3,4,3,4,4,3,5,5,5,4,4,5,4,3,4,3,4,5,4,5,outlier
57,0,2,0,12,1,4,5,4,5,4,4,4,4,4,4,4,5,4,4,5,3,3,4,4,4,4,5,3,3,4,3,4,4,4,3,5,5,4,4,4,4,3,4,4,4,2,3,5,inlier
43,0,0,0,12,1,4,3,4,5,5,3,4,5,4,4,4,4,4,4,5,1,3,4,3,5,4,5,2,2,3,3,4,3,3,4,5,4,3,3,4,4,4,5,3,3,4,2,4,inlier
48,0,2,1,25,1,4,5,5,4,4,2,4,4,4,4,4,2,4,4,3,3,2,3,4,5,4,5,4,4,4,4,5,2,3,2,2,1,4,4,4,4,3,4,4,4,4,1,1,inlier
45,0,5,0,12,1,3,3,3,5,5,2,4,4,3,3,2,2,3,3,3,2,2,4,2,4,4,5,1,1,3,2,3,3,3,2,4,3,3,3,5,2,4,5,1,4,4,1,1,inlier
53,0,2,0,12,1,3,2,4,4,3,3,4,3,4,4,4,3,3,2,3,2,3,4,3,3,4,5,2,1,2,1,4,2,2,1,4,4,3,2,4,3,2,3,4,3,2,1,4,inlier
43,0,5,1,18,1,2,2,2,5,4,2,4,5,3,3,2,2,2,2,3,2,2,3,2,3,4,5,2,1,2,2,3,1,2,1,3,3,2,2,4,3,3,3,3,4,5,1,1,inlier
42,0,0,1,20,1,5,5,5,5,5,4,5,5,4,4,3,3,4,4,2,1,2,2,3,5,5,5,4,4,5,3,4,1,2,1,2,1,4,4,5,4,4,5,4,5,5,2,4,inlier
39,0,4,1,14,1,4,4,5,4,4,5,5,5,4,5,3,1,4,3,5,5,2,4,4,5,5,5,2,3,5,4,5,3,3,4,4,3,5,5,3,4,3,5,5,5,5,4,2,outlier
44,0,5,0,16,1,2,2,2,5,3,3,4,3,2,2,2,4,2,3,3,1,2,2,2,3,3,3,1,1,1,1,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,1,1,inlier
39,0,4,0,7,1,3,4,5,5,5,3,5,5,5,5,5,1,5,3,3,5,3,5,3,5,5,5,3,4,5,5,4,3,2,3,4,4,5,5,4,2,2,2,4,4,4,1,2,inlier
38,0,4,1,6,1,3,4,4,5,4,4,4,3,4,4,4,4,4,4,4,2,3,4,4,5,5,5,2,2,3,3,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,2,3,inlier
43,0,4,0,7,1,4,3,3,5,5,4,4,5,4,4,4,2,2,3,2,1,3,5,3,5,5,5,1,1,3,3,4,1,2,1,4,4,2,2,2,4,4,3,3,3,4,2,1,inlier
46,0,1,0,12,1,4,3,5,5,5,4,4,5,4,3,3,2,4,4,4,2,3,4,4,5,5,5,2,2,4,4,5,4,4,2,5,5,4,4,5,5,4,4,4,5,5,2,5,inlier
39,0,0,0,4,1,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,4,5,5,5,2,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,2,4,inlier
58,0,4,0,10,1,3,3,4,5,4,5,4,4,3,3,3,3,4,4,3,2,3,5,4,5,5,5,2,3,2,2,4,4,5,4,5,5,3,3,5,4,3,3,3,4,4,2,5,inlier
41,0,0,1,15,1,4,4,3,5,5,3,5,5,4,4,2,2,2,2,2,2,2,2,2,3,2,4,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,3,inlier
43,0,0,0,3,1,4,4,5,4,4,4,5,5,4,4,4,3,4,4,4,3,4,5,4,5,5,5,3,3,4,4,4,2,4,4,4,4,4,4,5,4,3,5,4,5,5,2,4,inlier
38,0,0,0,9,1,2,2,3,5,5,3,4,4,4,4,3,4,3,2,2,2,2,1,3,5,5,5,1,1,2,2,4,1,3,1,4,2,2,3,4,3,5,5,4,4,4,1,1,inlier
56,0,3,0,22,1,2,2,3,4,3,2,4,4,3,2,2,4,2,3,2,1,4,4,4,4,4,5,1,1,2,1,4,2,2,1,4,4,2,2,5,3,5,5,2,3,4,1,3,inlier
46,0,1,0,10,1,3,2,2,5,5,4,3,3,3,4,4,4,3,2,3,1,2,3,2,5,5,5,1,1,2,1,3,1,1,1,5,5,1,1,3,1,1,1,1,2,5,1,1,inlier
47,0,4,0,5,1,2,2,2,5,3,4,2,4,3,4,4,4,3,2,3,1,2,4,3,5,5,5,1,1,1,1,2,4,4,4,5,5,2,1,3,1,1,1,2,1,3,1,1,inlier
37,0,0,0,2,1,5,5,5,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,outlier
44,0,4,0,1,1,3,4,4,4,5,4,5,5,4,5,2,3,4,4,4,4,3,5,4,4,5,5,2,4,2,2,3,2,5,4,5,4,3,4,4,3,3,3,5,5,5,4,4,outlier
63,0,2,0,1,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,5,1,1,3,3,5,1,4,2,5,4,5,3,4,5,5,3,2,2,1,1,4,inlier
48,0,0,0,7,1,4,4,4,5,4,5,5,5,3,4,4,3,3,3,3,2,3,3,4,4,4,5,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,inlier
68,0,0,0,18,1,5,5,5,5,5,3,5,5,3,4,5,4,3,5,3,2,3,5,5,5,5,5,3,2,4,4,5,2,4,2,5,5,5,5,5,5,5,5,5,5,5,1,3,inlier
42,0,0,1,18,1,1,1,1,5,4,3,3,4,3,4,4,3,1,1,3,1,3,5,3,4,4,4,1,1,1,1,3,1,2,1,4,3,1,1,1,1,1,1,1,4,5,1,1,inlier
49,0,2,1,20,1,1,2,1,2,2,1,2,2,1,1,1,5,1,1,1,1,2,5,3,5,5,4,1,1,2,1,2,1,1,1,4,4,1,1,5,5,5,5,2,2,4,1,1,inlier
48,0,2,1,20,1,2,3,3,5,5,3,3,3,4,4,4,3,3,3,3,3,3,4,3,5,3,3,1,1,3,3,4,1,1,1,3,3,3,2,4,4,3,5,3,2,2,1,1,inlier
40,0,0,1,15,1,3,3,4,5,4,2,3,2,3,3,2,3,3,3,2,2,3,4,3,4,4,4,2,2,4,3,4,2,2,2,2,1,3,3,5,4,5,1,2,4,4,2,2,inlier
46,0,4,1,23,1,5,5,5,5,4,3,4,5,4,4,3,2,4,3,3,5,3,3,3,5,5,5,4,2,5,5,5,5,5,5,3,4,5,5,3,1,1,1,5,5,5,3,3,outlier
55,0,3,1,20,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,outlier
38,0,3,1,15,1,4,3,4,5,4,5,4,5,2,4,3,3,5,5,5,3,3,2,5,4,4,5,2,2,4,3,4,1,5,1,4,3,4,4,2,2,3,3,4,4,4,1,1,inlier
44,0,0,0,7,1,4,4,4,5,3,3,4,4,3,4,3,3,2,3,3,4,2,3,3,3,4,4,3,2,3,3,2,2,2,3,4,4,3,3,4,4,5,3,3,4,3,1,5,inlier
43,0,1,0,12,1,4,4,4,5,5,3,4,4,4,3,3,4,3,3,3,2,2,4,3,5,3,5,3,1,3,3,4,2,4,1,4,2,3,4,3,3,3,3,4,5,5,1,5,inlier
46,0,5,0,7,1,3,3,3,2,5,2,3,4,3,4,2,5,2,2,2,1,2,4,3,4,4,5,2,1,2,2,2,1,5,4,4,3,2,2,5,4,5,3,2,3,4,1,2,inlier
50,0,1,0,12,1,5,3,5,3,5,3,5,4,4,4,3,1,4,4,3,3,3,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,1,3,outlier
37,0,4,1,12,1,5,5,5,5,5,5,5,5,4,4,4,2,4,4,2,3,3,3,4,4,2,5,3,2,4,4,4,1,1,1,4,2,4,4,3,3,3,4,4,4,4,1,2,inlier
50,0,2,0,12,1,3,2,2,4,4,3,4,4,1,2,2,3,1,2,4,1,2,4,3,4,5,5,1,1,1,3,3,2,1,2,4,2,1,1,4,2,3,1,2,4,4,2,1,inlier
44,0,1,0,12,1,5,5,5,4,4,4,5,4,4,4,3,2,5,4,5,3,3,3,2,5,5,5,3,4,5,5,5,3,5,5,3,1,5,4,5,5,5,5,4,4,4,4,5,outlier
45,0,0,0,8,1,4,4,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,5,3,3,3,3,4,3,2,3,4,3,3,4,3,3,3,3,4,4,4,2,3,inlier
57,0,0,1,22,1,4,4,5,4,4,4,2,4,3,3,3,4,4,4,4,4,3,4,3,4,4,5,5,5,5,5,4,1,1,3,1,1,5,5,5,5,5,1,5,5,1,1,5,inlier
47,0,4,0,7,1,3,4,5,4,4,2,4,3,5,5,5,3,4,3,3,4,5,3,4,5,5,5,4,2,5,5,5,2,5,5,4,2,5,4,3,4,3,3,5,5,5,2,2,inlier
53,0,1,0,5,1,3,3,3,3,3,2,3,2,4,4,4,3,4,2,2,2,3,2,3,5,5,5,3,2,3,3,5,2,4,5,4,3,3,3,1,4,4,4,4,4,4,2,2,inlier
46,0,5,0,1,1,4,4,4,5,5,5,4,4,4,4,3,5,4,4,4,3,2,2,2,4,5,5,1,1,3,3,4,5,5,5,5,5,3,3,4,2,4,4,1,3,4,1,1,inlier
48,0,0,0,5,1,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,5,5,5,3,2,3,3,4,3,4,3,5,5,4,3,4,4,4,4,3,3,3,2,3,inlier
37,0,0,0,6,1,2,4,3,4,4,3,4,4,4,5,3,2,3,4,2,2,3,2,2,4,4,4,1,1,2,2,2,3,4,1,4,3,2,2,3,2,3,4,2,3,4,2,4,inlier
56,0,0,0,12,1,2,2,3,5,5,3,2,1,2,3,2,1,3,2,1,1,1,2,2,4,5,5,2,2,3,3,3,1,3,2,4,3,2,2,2,1,1,1,2,3,4,1,1,inlier
37,0,4,0,6,1,4,4,4,4,4,4,5,5,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,1,3,4,3,2,3,2,3,3,4,3,5,5,5,5,5,4,5,2,3,inlier
31,0,0,0,4,1,2,2,3,5,4,4,5,4,2,4,1,5,3,1,2,1,1,2,2,5,5,5,1,1,1,1,1,1,3,1,2,3,1,1,4,3,4,4,2,3,4,1,1,inlier
51,0,3,1,20,1,3,3,4,5,4,5,4,5,3,3,2,2,3,3,4,2,2,5,2,5,2,5,1,1,3,3,2,5,3,1,5,3,3,3,5,4,5,5,4,4,3,3,4,outlier
45,0,0,0,17,1,3,3,3,2,4,5,3,4,3,3,2,2,3,3,4,3,2,2,2,4,4,4,2,2,2,2,3,4,4,1,4,2,3,2,2,2,2,2,2,2,2,2,2,inlier
33,0,1,1,9,1,2,2,2,5,3,4,2,3,3,3,2,4,2,2,3,1,1,1,2,5,3,5,1,1,1,1,1,3,2,4,3,1,2,2,2,2,2,2,1,2,3,1,4,outlier
34,0,4,0,9,1,4,3,4,3,4,3,4,3,2,3,2,2,2,4,4,1,2,3,1,4,4,5,1,2,3,2,3,1,2,1,5,3,3,3,4,3,3,3,2,2,3,2,5,outlier
33,0,5,0,3,1,4,4,4,4,4,4,5,5,4,4,3,3,3,3,3,3,2,2,4,4,4,5,1,2,3,4,3,3,4,1,5,5,4,4,5,4,5,5,2,4,4,1,3,inlier
37,0,1,0,6,1,4,3,5,5,5,4,4,4,5,4,4,2,4,3,4,2,3,3,5,4,4,4,3,3,3,3,4,5,4,4,4,2,3,3,4,5,5,3,2,5,5,1,3,inlier
40,0,1,1,10,1,3,3,5,4,5,4,1,2,3,3,3,5,3,3,4,1,1,1,1,3,5,5,3,1,4,1,5,5,1,1,3,3,3,3,5,5,5,5,4,4,4,1,1,inlier
34,0,4,1,10,1,4,4,5,5,5,3,4,4,4,4,3,1,4,3,2,3,4,4,3,5,1,4,3,1,4,4,4,1,1,1,3,1,3,4,2,4,1,1,4,3,2,1,1,inlier
38,0,1,0,7,1,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,1,2,3,4,5,5,5,3,3,4,4,4,2,4,3,5,3,4,4,4,4,4,4,4,4,4,2,4,inlier
34,0,2,0,3,1,3,2,2,5,5,3,4,4,3,3,3,4,2,3,3,1,4,2,4,5,5,5,1,2,2,2,2,2,2,2,5,3,2,2,4,4,5,3,2,4,4,1,2,inlier
50,0,1,1,17,1,2,3,5,5,4,4,4,3,3,3,3,3,3,4,2,2,2,2,2,4,5,5,2,2,4,3,4,1,1,3,2,2,3,4,3,2,3,2,4,5,5,5,3,inlier
39,0,0,0,10,1,3,3,3,5,5,2,5,5,3,3,4,3,3,2,2,2,4,3,3,3,4,4,1,1,3,3,2,1,1,1,5,4,3,2,5,3,5,4,2,2,5,1,2,inlier
39,0,5,1,12,1,4,3,3,4,4,2,3,3,4,4,4,3,2,2,3,2,2,3,2,4,4,4,1,1,2,3,3,3,2,2,4,2,2,2,4,3,3,3,2,3,3,1,2,inlier
40,0,5,0,16,1,3,3,2,4,2,4,3,3,2,2,2,4,2,3,2,1,2,2,2,4,4,4,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,inlier
41,0,1,1,10,1,3,3,4,3,5,4,4,3,4,4,3,2,3,2,3,3,4,4,3,3,4,4,2,2,4,4,3,2,3,2,3,3,3,3,3,3,4,4,5,5,5,3,2,inlier
39,0,4,0,10,1,3,5,4,5,4,4,4,4,3,2,3,3,3,2,3,1,4,4,3,4,4,5,2,2,4,4,4,2,2,3,3,3,3,3,4,3,4,4,5,5,5,1,4,inlier
42,0,2,1,15,1,4,5,5,5,5,4,5,4,4,4,4,1,3,3,4,2,4,3,4,3,1,4,3,2,4,3,5,2,1,2,3,3,3,3,1,1,1,1,4,2,3,2,3,inlier
36,0,4,0,12,1,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,5,4,3,4,3,3,2,4,4,5,4,1,2,3,4,4,3,2,3,2,3,4,5,1,inlier
47,0,4,1,24,1,1,2,2,4,3,4,3,3,1,2,2,3,1,1,3,2,2,4,3,4,3,5,2,1,2,2,2,1,1,4,4,4,2,2,2,2,2,2,3,2,1,1,2,inlier
51,0,4,0,8,1,3,3,4,3,3,2,3,3,4,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,2,2,4,4,2,3,3,3,2,1,outlier
35,0,4,1,5,1,4,4,5,5,5,5,5,5,5,5,4,2,4,5,3,1,5,5,5,5,5,5,4,2,2,2,5,1,3,3,5,5,4,4,5,2,2,2,5,5,5,1,4,inlier
52,0,4,0,5,1,5,5,5,5,3,5,4,4,3,3,2,2,3,4,4,5,4,5,5,5,5,5,4,2,5,5,5,4,5,3,5,5,4,4,5,2,2,2,5,4,4,1,3,inlier
45,0,0,0,3,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,3,5,5,5,1,1,4,4,4,2,4,4,5,3,3,3,5,3,3,3,3,4,4,1,4,outlier
36,0,5,0,3,1,4,4,3,4,5,4,5,5,4,4,4,3,2,4,4,1,3,4,4,5,5,5,2,2,3,3,4,1,2,1,5,5,5,4,4,5,5,4,4,4,4,3,5,inlier
36,0,2,0,10,1,4,4,5,4,3,3,4,4,4,4,3,4,4,3,3,2,3,3,4,4,4,4,4,4,3,3,4,2,2,1,4,2,2,4,2,3,4,2,3,4,4,2,2,inlier
39,0,0,0,4,1,4,3,4,4,4,4,5,5,4,3,4,2,4,3,3,1,3,5,3,5,5,5,2,1,4,3,4,2,3,4,5,5,4,3,5,4,3,2,3,4,4,1,3,inlier
45,0,5,1,22,1,2,2,2,3,3,3,2,3,2,2,1,5,1,2,3,1,1,3,1,4,4,4,2,2,1,1,2,4,4,2,2,1,1,1,5,3,3,5,1,2,1,1,4,inlier
46,0,3,1,10,1,5,5,5,5,5,3,5,4,4,4,4,2,4,4,3,2,2,4,4,4,2,4,3,3,4,2,4,2,3,1,4,3,4,4,4,4,4,4,4,4,4,2,4,inlier
46,0,3,1,20,1,3,3,4,5,5,3,4,5,3,3,3,3,2,3,2,1,3,4,3,5,5,5,2,2,4,4,4,1,1,1,4,4,3,3,5,5,3,4,4,4,4,1,3,inlier
41,0,4,0,13,1,3,4,3,4,4,4,5,4,3,3,3,4,3,3,3,1,3,4,3,4,4,4,3,3,4,3,5,2,5,1,3,2,4,4,4,4,3,4,4,4,2,2,3,inlier
33,0,0,0,8,1,1,2,1,3,3,3,1,2,1,3,1,5,1,1,3,1,1,4,1,4,5,4,1,1,1,1,1,3,4,2,5,5,1,1,2,4,2,5,1,1,4,1,2,inlier
50,0,0,1,25,1,3,2,5,5,5,2,3,3,4,4,4,3,4,2,3,3,3,4,3,4,3,4,5,3,4,4,5,2,2,2,4,3,4,4,3,3,3,3,5,3,2,2,3,outlier
